name,title,xpath,grid_name,parent_grid_name,type,widget,container,format,ignore_empty,ignore_autocalc_check,export_result,force_def_val,disabled,readonly,required,weight,allow_cyrillic,default_value,options,attributes,class,rows,minlength,maxlength,decimal_length,pattern,exclude_from_xml,extensions,max_size,tag
,Anexa 1 Rînd. 600 col.4,dec/table1/row/r600c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 600 col.5,dec/table1/row/r600c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 610 col.4,dec/table1/row/r610c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 610 col.5,dec/table1/row/r610c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 620 col.4,dec/table1/row/r620c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 620 col.5,dec/table1/row/r620c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 630 col.4,dec/table1/row/r630c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 630 col.5,dec/table1/row/r630c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 640 col.4,dec/table1/row/r640c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 640 col.5,dec/table1/row/r640c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 641 col.4,dec/table1/row/r641c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 641 col.5,dec/table1/row/r641c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 642 col.4,dec/table1/row/r642c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 642 col.5,dec/table1/row/r642c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 643 col.4,dec/table1/row/r643c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 643 col.5,dec/table1/row/r643c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 650 col.4,dec/table1/row/r650c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 650 col.5,dec/table1/row/r650c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 660 col.4,dec/table1/row/r660c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 660 col.5,dec/table1/row/r660c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 661 col.4,dec/table1/row/r661c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 661 col.5,dec/table1/row/r661c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 670 col.4,dec/table1/row/r670c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 670 col.5,dec/table1/row/r670c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 680 col.4,dec/table1/row/r680c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 680 col.5,dec/table1/row/r680c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 690 col.4,dec/table1/row/r690c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 690 col.5,dec/table1/row/r690c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 700 col.4,dec/table1/row/r700c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 700 col.5,dec/table1/row/r700c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 710 col.4,dec/table1/row/r710c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 710 col.5,dec/table1/row/r710c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 720 col.4,dec/table1/row/r720c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 720 col.5,dec/table1/row/r720c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 721 col.4,dec/table1/row/r721c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 721 col.5,dec/table1/row/r721c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 722 col.4,dec/table1/row/r722c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 722 col.5,dec/table1/row/r722c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 723 col.4,dec/table1/row/r723c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 723 col.5,dec/table1/row/r723c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 730 col.4,dec/table1/row/r730c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 730 col.5,dec/table1/row/r730c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 740 col.4,dec/table1/row/r740c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 740 col.5,dec/table1/row/r740c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 741 col.4,dec/table1/row/r741c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 741 col.5,dec/table1/row/r741c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 750 col.4,dec/table1/row/r750c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 750 col.5,dec/table1/row/r750c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 760 col.4,dec/table1/row/r760c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 760 col.5,dec/table1/row/r760c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 770 col.4,dec/table1/row/r770c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 770 col.5,dec/table1/row/r770c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 780 col.4,dec/table1/row/r780c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 780 col.5,dec/table1/row/r780c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 790 col.4,dec/table1/row/r790c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 790 col.5,dec/table1/row/r790c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 800 col.4,dec/table1/row/r800c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 800 col.5,dec/table1/row/r800c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 810 col.4,dec/table1/row/r810c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 810 col.5,dec/table1/row/r810c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 820 col.4,dec/table1/row/r820c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 820 col.5,dec/table1/row/r820c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 830 col.4,dec/table1/row/r830c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 830 col.5,dec/table1/row/r830c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 840 col.4,dec/table1/row/r840c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 840 col.5,dec/table1/row/r840c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 850 col.4,dec/table1/row/r850c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 850 col.5,dec/table1/row/r850c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 860 col.4,dec/table1/row/r860c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 860 col.5,dec/table1/row/r860c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 870 col.4,dec/table1/row/r870c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 870 col.5,dec/table1/row/r870c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 880 col.4,dec/table1/row/r880c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 1 Rînd. 880 col.5,dec/table1/row/r880c5,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,,,0,0,20,0,,0,,,
,"Situația de profit și pierdere de la (data), Anexa 2",dec/table2/row/datedela,,,date,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,"Situația de profit și pierdere pănă la (data), Anexa 2",dec/table2/row/datepinala,,,date,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 010 col.3,dec/table2/row/r010c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 010 col.4,dec/table2/row/r010c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 011 col.3,dec/table2/row/r011c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 011 col.4,dec/table2/row/r011c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 012 col.3,dec/table2/row/r012c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 012 col.4,dec/table2/row/r012c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 013 col.3,dec/table2/row/r013c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 013 col.4,dec/table2/row/r013c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 014 col.3,dec/table2/row/r014c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 014 col.4,dec/table2/row/r014c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 015 col.3,dec/table2/row/r015c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 015 col.4,dec/table2/row/r015c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 016 col.3,dec/table2/row/r016c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 016 col.4,dec/table2/row/r016c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 020 col.3,dec/table2/row/r020c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 020 col.4,dec/table2/row/r020c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 021 col.3,dec/table2/row/r021c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 021 col.4,dec/table2/row/r021c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 022 col.3,dec/table2/row/r022c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 022 col.4,dec/table2/row/r022c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 023 col.3,dec/table2/row/r023c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 023 col.4,dec/table2/row/r023c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 024 col.3,dec/table2/row/r024c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 024 col.4,dec/table2/row/r024c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 025 col.3,dec/table2/row/r025c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 025 col.4,dec/table2/row/r025c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 026 col.3,dec/table2/row/r026c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 026 col.4,dec/table2/row/r026c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 030 col.3,dec/table2/row/r030c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 030 col.4,dec/table2/row/r030c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 040 col.3,dec/table2/row/r040c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 040 col.4,dec/table2/row/r040c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 050 col.3,dec/table2/row/r050c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 050 col.4,dec/table2/row/r050c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 060 col.3,dec/table2/row/r060c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 060 col.4,dec/table2/row/r060c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 070 col.3,dec/table2/row/r070c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 070 col.4,dec/table2/row/r070c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 080 col.3,dec/table2/row/r080c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 080 col.4,dec/table2/row/r080c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 090 col.3,dec/table2/row/r090c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 090 col.4,dec/table2/row/r090c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 091 col.3,dec/table2/row/r091c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 091 col.4,dec/table2/row/r091c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 092 col.3,dec/table2/row/r092c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 092 col.4,dec/table2/row/r092c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 093 col.3,dec/table2/row/r093c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 093 col.4,dec/table2/row/r093c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 094 col.3,dec/table2/row/r094c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 094 col.4,dec/table2/row/r094c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 095 col.3,dec/table2/row/r095c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 095 col.4,dec/table2/row/r095c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 096 col.3,dec/table2/row/r096c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 096 col.4,dec/table2/row/r096c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 097 col.3,dec/table2/row/r097c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 097 col.4,dec/table2/row/r097c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 098 col.3,dec/table2/row/r098c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 098 col.4,dec/table2/row/r098c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 099 col.3,dec/table2/row/r099c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 099 col.4,dec/table2/row/r099c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 100 col.3,dec/table2/row/r100c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 100 col.4,dec/table2/row/r100c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 101 col.3,dec/table2/row/r101c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 101 col.4,dec/table2/row/r101c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 102 col.3,dec/table2/row/r102c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 102 col.4,dec/table2/row/r102c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 103 col.3,dec/table2/row/r103c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 103 col.4,dec/table2/row/r103c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 104 col.3,dec/table2/row/r104c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 104 col.4,dec/table2/row/r104c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 105 col.3,dec/table2/row/r105c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 105 col.4,dec/table2/row/r105c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 110 col.3,dec/table2/row/r110c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 110 col.4,dec/table2/row/r110c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 120 col.3,dec/table2/row/r120c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 120 col.4,dec/table2/row/r120c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 130 col.3,dec/table2/row/r130c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 130 col.4,dec/table2/row/r130c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 140 col.3,dec/table2/row/r140c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 140 col.4,dec/table2/row/r140c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 150 col.3,dec/table2/row/r150c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 150 col.4,dec/table2/row/r150c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 160 col.3,dec/table2/row/r160c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 160 col.4,dec/table2/row/r160c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 170 col.3,dec/table2/row/r170c3,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 170 col.4,dec/table2/row/r170c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 180 col.3,dec/table2/row/r180c3,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,Anexa 2 Rînd. 180 col.4,dec/table2/row/r180c4,,,numeric,textfield,,,0,0,0,0,0,1,0,14,0,,,allow-negative;;1,,0,0,20,0,,0,,,
,"Situația modficărilor capitalului propriu de la (data), Anexa 3",dec/table3/row/datedela,,,date,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,"Situația modficărilor capitalului propriu pînă la (data), Anexa 3",dec/table3/row/datepinala,,,date,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 3 Rînd. 010 col.4,dec/table3/row/r010c4,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 3 Rînd. 010 col.5,dec/table3/row/r010c5,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
,Anexa 3 Rînd. 010 col.6,dec/table3/row/r010c6,,,numeric,textfield,,,0,0,0,0,0,0,0,14,0,,,,,0,0,20,0,,0,,,
